1058,1532
952,1524
790,1510
281,1480
959,1373
799,1361
627,1352
459,1345
290,1337
1140,1230
975,1221
805,1212
636,1207
469,1199
299,1194
134,1188
979,1070
810,1065
640,1057
480,1052
313,1047
148,1044
1150,926
985,922
815,917
646,912
484,907
317,906
156,903
984,773
816,769
486,764
9,763
324,764
159,764
327,624
11,626
1155,625
657,623
486,623
164,624
816,624
985,624
10,490
160,488
323,484
485,482
648,480
817,480
1155,476
983,479
1319,473
9,354
157,350
320,345
483,340
647,336
814,334
982,331
1320,323
1150,329
154,213
316,206
478,199
645,196
812,190
977,186
1145,180
148,74
312,66
475,57
639,54
806,49
971,38
1141,23
